Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
1,0,2,2,7,3,3,219,0,1,2,1,12320,0.0,12,0,1.0,4,1,0,0,1,3,4.0,2.0,3.0
3,0,1,2,2,2,2,220,1,1,7,1,29600,0.0,14,3,32.0,2,32,10,7,3,3,1.0,2.0,3.0
1,0,2,1,2,3,1,221,1,1,6,1,190940,0.0,16,0,7.0,3,7,0,6,2,3,2.0,3.0,3.0
1,1,1,1,2,3,3,222,1,2,6,1,39190,0.0,21,0,6.0,3,6,1,2,3,4,1.0,3.0,3.0
1,1,1,1,9,3,4,223,1,2,0,1,68250,0.0,14,0,1.0,2,1,0,0,3,3,2.0,1.0,4.0
2,0,2,2,6,2,1,224,1,4,5,1,102480,0.0,12,1,6.0,4,6,1,3,3,3,2.0,4.0,3.0
2,1,2,1,9,1,3,225,0,1,8,0,189470,2.0,12,2,9.0,2,3,1,2,2,3,2.0,1.0,1.0
2,0,2,1,2,3,1,226,0,5,7,2,24960,4.0,17,3,9.0,3,3,0,2,3,3,1.0,4.0,3.0
2,0,2,2,1,3,2,227,0,2,7,0,64650,4.0,17,0,13.0,3,7,5,7,3,3,1.0,4.0,4.0
1,0,2,2,22,4,3,228,1,1,8,0,22060,0.0,14,1,5.0,4,5,0,3,3,3,1.0,3.0,2.0
2,0,2,2,9,4,2,229,0,2,2,1,20860,4.0,14,0,17.0,3,3,1,0,3,3,4.0,3.0,2.0
1,0,2,1,17,4,3,230,0,1,8,2,22930,0.0,13,2,1.0,3,1,0,0,1,3,4.0,2.0,4.0
3,0,2,1,28,4,1,231,0,2,4,1,26450,0.0,15,0,10.0,5,10,2,2,3,3,3.0,4.0,3.0
3,0,2,1,10,5,5,232,0,2,7,0,26830,4.0,11,0,21.0,3,1,0,0,3,3,2.0,4.0,2.0
2,0,2,0,2,4,3,233,1,1,1,2,20140,3.0,17,1,8.0,5,0,0,0,4,3,3.0,1.0,2.0
3,0,1,2,4,3,3,234,0,2,0,0,34190,3.0,11,1,10.0,5,8,4,7,3,3,4.0,3.0,3.0
3,0,2,1,8,1,3,235,1,2,2,1,53760,7.0,13,1,21.0,3,3,0,2,4,3,4.0,1.0,1.0
3,0,2,2,29,4,2,236,1,2,7,2,19510,4.0,22,3,10.0,4,2,0,2,4,4,1.0,3.0,4.0
2,0,2,1,13,4,1,237,0,1,2,0,23410,0.0,20,2,8.0,3,8,0,6,2,4,3.0,3.0,3.0
1,1,2,2,27,3,1,238,1,2,6,0,22930,0.0,18,0,4.0,0,4,0,2,3,3,3.0,1.0,3.0
1,0,2,2,16,2,1,239,1,3,7,2,87260,0.0,11,1,3.0,2,3,1,2,1,3,3.0,3.0,3.0
3,0,2,1,2,2,1,240,1,1,2,1,40110,4.0,14,1,26.0,2,2,0,1,3,3,4.0,4.0,4.0
1,0,2,1,2,2,3,241,0,2,2,1,195450,0.0,14,0,2.0,3,2,2,2,2,3,1.0,3.0,3.0
2,0,2,2,13,4,2,242,0,2,4,0,45680,0.0,18,1,5.0,2,5,1,2,3,3,3.0,3.0,3.0
2,0,2,1,1,1,1,243,0,1,0,1,30220,0.0,16,1,6.0,3,6,0,5,3,3,1.0,4.0,2.0
1,0,1,1,4,5,5,244,1,3,3,0,57720,0.0,17,0,1.0,3,1,0,0,3,3,3.0,3.0,3.0
4,0,2,1,24,3,4,245,0,3,3,2,22690,7.0,11,1,18.0,2,14,8,10,2,3,4.0,1.0,4.0
2,0,2,1,1,5,3,246,1,1,6,1,53810,0.0,12,0,10.0,0,10,8,8,3,3,2.0,4.0,2.0
3,1,1,1,19,4,1,247,1,3,5,1,34410,2.0,13,1,5.0,5,1,0,0,3,3,1.0,1.0,3.0
1,0,2,1,7,2,1,248,1,1,4,1,54540,0.0,13,1,3.0,5,3,0,2,4,3,3.0,4.0,3.0
2,0,2,1,4,3,3,249,1,1,3,1,98840,0.0,14,0,10.0,3,10,7,8,2,3,3.0,3.0,3.0
1,0,2,1,2,3,1,250,0,1,0,1,41570,0.0,17,3,6.0,2,6,1,2,3,3,2.0,3.0,2.0
2,0,2,1,10,5,3,251,0,4,2,2,134580,0.0,11,0,17.0,3,17,11,8,3,3,2.0,4.0,3.0
2,0,1,1,8,3,5,252,1,2,2,0,90690,3.0,25,1,15.0,3,13,4,7,3,4,3.0,4.0,1.0
4,0,2,1,5,2,1,253,0,2,7,1,40140,2.0,19,1,16.0,4,9,7,1,2,3,3.0,2.0,4.0
2,0,2,1,8,3,1,254,1,2,6,0,59150,2.0,13,1,13.0,3,3,0,2,2,3,2.0,2.0,3.0
1,0,2,2,9,3,2,255,1,5,5,2,59930,0.0,14,1,4.0,3,4,1,1,1,3,1.0,4.0,3.0
1,1,2,1,1,3,1,256,1,5,8,2,61620,0.0,12,3,1.0,2,1,1,1,2,3,4.0,3.0,3.0
2,1,1,1,15,4,3,257,0,1,2,2,24060,0.0,11,0,10.0,3,10,9,7,3,3,1.0,1.0,3.0
2,0,0,1,2,1,3,258,1,1,6,1,187400,0.0,19,1,1.0,2,1,0,0,4,3,3.0,3.0,3.0
1,0,2,1,2,3,1,259,1,1,0,1,76370,2.0,11,1,5.0,3,3,0,2,3,3,1.0,1.0,4.0
1,0,2,1,11,3,3,260,1,2,4,1,100960,0.0,11,1,3.0,3,3,1,2,3,3,4.0,2.0,3.0
2,0,2,1,16,3,1,261,1,5,6,2,147560,0.0,20,1,7.0,3,7,0,5,2,4,4.0,4.0,3.0
1,0,1,2,2,4,1,262,1,4,0,0,64990,0.0,18,3,10.0,3,10,2,8,2,3,2.0,4.0,3.0
3,0,2,1,16,3,5,263,1,1,7,1,97240,3.0,13,0,12.0,2,2,2,2,4,3,2.0,2.0,3.0
1,0,1,2,4,3,5,264,1,5,2,0,21940,0.0,12,0,6.0,5,6,0,4,3,3,4.0,4.0,3.0
2,0,2,1,16,3,1,265,1,3,3,2,33880,3.0,11,0,4.0,2,1,0,0,4,3,4.0,4.0,3.0
3,0,2,2,5,3,3,266,1,1,2,1,54730,0.0,19,1,20.0,2,20,3,8,4,3,4.0,3.0,3.0
2,0,2,1,18,1,3,267,1,1,0,2,27030,1.0,21,1,9.0,2,8,7,7,3,4,4.0,2.0,4.0
1,1,2,1,17,2,1,268,0,1,0,2,25010,9.0,12,0,4.0,3,2,2,0,1,3,1.0,3.0,3.0
2,0,2,1,12,5,3,269,0,1,8,2,62200,0.0,14,2,20.0,2,20,11,10,3,3,4.0,3.0,3.0
2,0,2,1,2,3,1,270,1,5,6,2,30380,0.0,11,0,10.0,5,10,0,8,1,3,4.0,4.0,2.0
3,1,1,1,4,2,3,271,1,4,8,1,44240,3.0,14,1,18.0,2,4,1,3,2,3,2.0,3.0,3.0
2,0,2,1,9,4,1,272,1,1,7,2,43120,0.0,12,1,9.0,2,9,1,8,2,3,2.0,4.0,2.0
1,0,2,1,10,3,3,273,1,5,6,1,132450,0.0,23,1,9.0,3,9,0,7,2,4,3.0,1.0,3.0
2,0,2,2,1,3,3,274,1,2,7,2,136640,3.0,14,0,10.0,6,7,7,7,3,3,3.0,4.0,
3,0,2,1,2,3,3,275,0,5,7,2,50210,2.0,17,0,20.0,3,7,1,7,3,3,4.0,1.0,3.0
2,0,1,1,3,4,3,276,0,3,1,1,51260,5.0,18,0,20.0,2,18,1,12,3,3,4.0,1.0,3.0
4,0,2,1,7,1,1,277,1,2,2,1,28590,3.0,18,1,32.0,2,5,1,3,3,3,3.0,3.0,3.0
3,0,2,2,6,3,3,278,1,1,7,0,102390,3.0,24,3,23.0,3,21,12,6,3,4,2.0,4.0,2.0
4,0,2,1,8,2,1,279,0,5,2,2,53290,8.0,20,0,10.0,3,2,2,2,4,4,1.0,1.0,3.0
1,0,1,1,29,1,1,280,1,2,4,0,43250,0.0,14,0,9.0,2,9,1,7,2,3,4.0,1.0,2.0
3,0,2,1,3,3,3,281,1,1,4,1,72600,0.0,16,0,22.0,2,22,2,10,3,3,4.0,3.0,3.0
3,0,2,2,9,3,1,282,1,2,6,1,23220,7.0,25,1,4.0,0,2,2,2,4,4,4.0,2.0,3.0
1,1,2,2,2,4,1,283,1,3,6,2,20750,7.0,18,3,10.0,0,7,3,7,2,3,1.0,2.0,3.0
2,0,0,1,10,4,5,284,0,2,6,1,41520,9.0,19,1,10.0,3,8,0,5,3,3,1.0,1.0,3.0
2,0,2,1,1,3,3,285,0,3,3,2,96190,4.0,13,1,10.0,2,1,0,0,3,3,3.0,3.0,4.0
3,0,0,1,8,2,1,286,1,1,6,2,135030,2.0,12,0,9.0,6,5,1,4,2,3,1.0,3.0,3.0
3,0,1,1,27,3,1,287,1,1,6,0,54410,9.0,22,1,28.0,6,22,11,13,2,4,4.0,3.0,2.0
1,0,2,1,8,3,1,288,1,2,7,0,52090,7.0,14,1,10.0,3,8,7,7,3,3,3.0,4.0,2.0
1,0,2,1,1,2,3,289,0,1,7,2,106730,0.0,13,3,1.0,2,1,0,0,3,3,3.0,3.0,3.0
3,1,1,1,10,1,1,290,0,1,7,0,50100,6.0,21,3,7.0,3,2,2,2,3,4,3.0,3.0,3.0
3,0,1,1,26,1,1,291,1,1,2,1,135490,3.0,11,2,7.0,3,2,2,2,3,3,4.0,4.0,3.0
2,0,2,1,2,5,5,292,1,2,0,2,49990,3.0,12,2,10.0,2,5,4,3,4,3,2.0,3.0,3.0
1,0,2,2,13,3,2,293,1,5,7,1,42210,1.0,11,1,5.0,4,4,0,2,3,3,2.0,1.0,4.0
2,0,2,2,2,4,2,294,0,4,0,1,138720,9.0,12,3,12.0,3,8,3,6,2,3,3.0,2.0,1.0
4,0,2,1,2,4,3,295,1,1,3,1,20420,7.0,12,0,30.0,6,10,1,1,3,3,3.0,4.0,2.0
2,0,2,2,9,3,2,296,1,2,6,2,20730,0.0,14,0,4.0,3,4,2,3,3,3,4.0,4.0,2.0
1,0,2,1,10,3,1,297,0,1,2,2,29560,8.0,13,0,9.0,6,7,0,7,3,3,4.0,1.0,1.0
1,0,2,2,20,3,2,298,0,2,3,0,29260,0.0,15,1,2.0,3,2,2,2,2,3,4.0,2.0,3.0
4,0,2,1,9,3,1,299,0,3,2,2,48090,2.0,18,0,19.0,2,2,2,2,3,3,4.0,4.0,3.0
2,0,0,1,5,1,3,300,1,1,0,0,51630,2.0,18,2,16.0,4,1,0,0,3,3,4.0,1.0,4.0
2,0,1,2,4,4,1,301,1,2,7,1,188440,0.0,19,0,10.0,3,10,4,7,1,3,,4.0,3.0
2,0,2,2,10,3,3,302,1,4,2,1,181720,6.0,12,2,6.0,5,1,0,1,3,3,4.0,3.0,1.0
2,0,2,1,20,3,3,303,0,3,2,0,57440,3.0,19,1,7.0,4,0,0,0,2,3,2.0,1.0,3.0
4,0,2,2,21,5,5,304,1,3,3,1,28890,0.0,11,1,34.0,2,34,1,16,3,3,3.0,1.0,4.0
2,1,2,1,1,2,3,305,1,3,2,2,28710,0.0,17,3,10.0,2,10,7,8,3,3,4.0,4.0,2.0
1,0,2,1,8,3,1,306,1,2,6,2,74840,0.0,15,0,6.0,3,6,1,4,3,3,3.0,4.0,2.0
3,0,2,2,2,3,1,307,1,3,0,2,60740,0.0,14,0,8.0,2,8,3,1,3,3,2.0,3.0,3.0
1,0,2,1,23,1,1,308,0,2,6,2,173280,0.0,17,1,2.0,2,2,0,2,1,3,1.0,3.0,3.0
2,0,2,1,12,3,5,310,1,1,6,2,45050,0.0,12,0,6.0,3,6,1,4,3,3,4.0,4.0,3.0
4,1,2,0,7,3,0,311,1,4,2,1,74280,5.0,12,0,24.0,2,5,1,4,3,3,4.0,1.0,3.0
2,0,0,1,7,2,1,312,1,5,7,2,116310,0.0,18,1,10.0,2,10,0,9,1,3,1.0,1.0,3.0
4,0,0,1,1,4,1,313,1,5,7,1,97380,0.0,18,2,4.0,2,4,1,2,3,3,4.0,4.0,3.0
1,0,1,1,2,2,1,314,1,1,4,0,28350,3.0,11,1,5.0,2,2,2,0,3,3,1.0,,3.0
1,0,2,1,10,2,3,315,1,3,4,1,169590,4.0,14,3,11.0,5,8,1,1,3,3,2.0,3.0,2.0
1,1,2,1,15,2,1,316,1,2,2,2,26130,6.0,19,1,6.0,2,4,1,2,3,3,4.0,1.0,2.0
2,0,2,1,14,4,5,317,1,2,4,2,61460,2.0,12,0,10.0,3,4,1,3,3,3,2.0,4.0,3.0
4,0,2,1,18,4,3,318,0,2,2,0,49630,9.0,15,1,9.0,2,5,1,4,3,3,4.0,1.0,3.0
1,0,1,1,13,2,1,319,0,4,6,1,195370,0.0,12,0,4.0,5,4,1,1,3,3,3.0,4.0,3.0
2,0,2,2,2,4,5,320,1,2,4,0,61720,0.0,11,0,5.0,1,5,4,3,3,3,4.0,1.0,2.0
2,0,1,2,2,4,1,321,0,2,6,2,23680,6.0,11,1,17.0,3,15,4,12,3,3,1.0,1.0,3.0
2,0,2,2,2,3,2,322,1,1,8,2,103120,0.0,12,0,6.0,2,6,1,3,3,3,3.0,1.0,3.0
2,0,2,1,5,4,3,323,1,3,3,1,16750,0.0,16,0,3.0,6,3,0,2,2,3,1.0,4.0,2.0
1,0,2,1,20,3,3,324,1,1,2,1,25230,3.0,13,1,7.0,2,2,0,2,3,3,4.0,3.0,3.0
2,0,1,1,10,4,3,325,1,2,4,1,65670,0.0,13,1,8.0,3,8,3,7,4,3,3.0,2.0,3.0
2,0,2,1,10,3,1,326,1,3,0,1,47390,5.0,24,2,6.0,2,3,1,2,3,4,3.0,1.0,3.0
3,0,1,1,9,4,3,327,1,1,4,0,92080,0.0,15,1,24.0,2,24,14,9,4,3,2.0,4.0,2.0
1,1,2,2,2,3,3,328,0,4,4,1,45590,1.0,18,1,1.0,2,0,0,0,2,3,3.0,1.0,3.0
1,0,0,2,1,5,2,329,0,1,4,0,81890,0.0,14,1,1.0,3,1,0,0,3,3,3.0,2.0,3.0
4,0,2,1,29,3,1,330,1,2,4,1,29420,8.0,11,1,9.0,1,5,1,4,2,3,4.0,3.0,3.0
3,0,2,1,8,4,1,331,1,2,7,1,49410,5.0,11,1,30.0,3,4,0,3,1,3,3.0,3.0,3.0
1,1,2,2,2,4,2,332,0,4,6,1,106500,0.0,13,2,1.0,2,1,0,0,4,3,2.0,1.0,3.0
2,0,2,1,3,4,1,333,1,4,4,1,59020,0.0,12,1,13.0,2,13,3,7,3,3,3.0,3.0,4.0
2,1,2,1,23,5,1,334,1,1,1,2,86390,5.0,16,2,6.0,3,3,0,2,2,3,1.0,1.0,3.0
3,0,2,1,6,4,4,335,1,2,3,1,63470,0.0,14,0,26.0,2,26,3,0,4,3,3.0,4.0,2.0
2,0,2,2,6,3,3,336,0,2,7,1,42000,0.0,22,0,9.0,3,9,0,5,3,4,3.0,2.0,3.0
1,0,2,1,10,3,4,337,1,1,6,1,34520,0.0,11,0,10.0,3,10,0,7,2,3,3.0,3.0,3.0
4,1,2,1,24,3,4,338,0,2,6,2,43170,7.0,17,0,40.0,2,31,13,8,3,3,4.0,2.0,3.0
2,0,2,2,10,4,2,339,0,1,6,2,26320,3.0,13,3,7.0,3,2,2,2,4,3,4.0,3.0,3.0
3,0,2,2,15,1,2,340,1,2,2,1,46680,9.0,18,2,8.0,2,4,0,2,3,3,4.0,4.0,3.0
1,1,2,1,19,4,3,341,0,2,7,2,32040,6.0,16,1,5.0,4,2,2,1,2,3,3.0,3.0,2.0
2,0,2,1,2,3,1,342,1,2,0,1,27200,4.0,14,1,8.0,3,5,0,4,3,3,3.0,2.0,3.0
2,0,2,1,3,1,3,343,1,2,4,1,171810,0.0,14,0,14.0,2,14,6,8,2,3,3.0,3.0,3.0
1,0,2,1,7,3,5,345,1,2,5,2,14830,5.0,13,0,12.0,3,0,0,0,3,3,3.0,4.0,2.0
3,0,2,1,10,4,1,346,1,1,5,2,56050,0.0,12,2,1.0,2,1,0,0,3,3,2.0,3.0,3.0
3,0,2,1,20,2,3,347,1,2,8,1,72950,1.0,15,0,10.0,3,9,7,8,3,3,2.0,2.0,2.0
2,0,1,2,4,3,3,348,1,2,6,0,23060,2.0,19,1,13.0,5,4,1,2,3,3,1.0,1.0,2.0
2,0,1,1,7,4,1,349,1,3,2,2,23480,1.0,14,1,6.0,3,5,1,3,3,3,3.0,4.0,3.0
3,1,2,2,7,2,1,350,0,2,0,1,89980,0.0,14,2,9.0,2,9,7,7,4,3,3.0,4.0,4.0
4,1,2,0,16,3,5,351,1,4,4,2,43190,4.0,11,0,12.0,3,9,7,3,4,3,3.0,4.0,2.0
3,0,2,1,25,2,3,352,1,2,0,1,61320,6.0,13,0,22.0,3,4,1,0,2,3,2.0,1.0,3.0
1,0,2,2,2,4,3,353,1,2,3,0,33460,0.0,21,1,9.0,2,9,0,8,2,4,3.0,4.0,3.0
2,0,2,1,1,3,3,354,1,1,5,2,108550,3.0,13,1,17.0,2,8,1,6,3,3,3.0,3.0,4.0
1,0,2,2,1,2,5,355,0,1,7,1,22310,0.0,12,0,8.0,3,8,7,5,2,3,2.0,2.0,3.0
2,0,2,2,2,5,1,356,1,4,6,1,23230,0.0,17,0,3.0,2,3,0,2,3,3,3.0,4.0,1.0
1,1,1,1,22,4,4,357,0,1,7,1,20240,0.0,23,0,8.0,2,8,1,7,3,4,3.0,3.0,3.0
1,0,0,2,1,3,5,358,0,1,7,1,27130,0.0,11,0,0.0,2,0,0,0,3,3,4.0,4.0,2.0
4,0,2,2,16,3,3,359,1,3,6,1,94390,2.0,15,3,29.0,0,20,4,17,3,3,1.0,3.0,2.0
3,0,2,2,24,5,3,360,0,1,7,2,25660,9.0,11,1,10.0,3,5,2,3,3,3,4.0,2.0,2.0
1,0,2,1,17,3,3,361,1,1,2,2,199260,7.0,11,3,6.0,5,4,0,1,4,3,1.0,1.0,2.0
2,0,2,1,8,4,1,362,1,3,2,0,24510,0.0,13,1,9.0,3,9,0,8,2,3,1.0,1.0,3.0
2,0,2,2,6,4,3,363,0,2,3,2,94190,0.0,24,1,6.0,5,6,1,1,2,4,3.0,1.0,2.0
2,0,2,2,10,4,2,364,1,3,3,1,86860,0.0,13,0,18.0,2,18,4,11,3,3,2.0,4.0,2.0
2,0,2,1,3,4,3,365,0,4,7,0,30380,2.0,20,0,8.0,3,5,0,3,3,4,2.0,4.0,2.0
1,0,1,1,4,5,3,366,1,5,8,0,30580,9.0,14,1,10.0,2,5,0,3,3,3,2.0,4.0,2.0
4,0,2,2,6,3,2,367,1,4,7,1,23250,7.0,18,1,35.0,1,5,0,4,4,3,1.0,4.0,3.0
3,0,2,1,1,5,5,368,1,2,0,0,20880,4.0,15,3,18.0,2,5,0,2,3,3,4.0,1.0,3.0
2,0,2,2,10,3,2,369,0,1,1,1,30720,5.0,12,0,9.0,4,5,1,3,1,3,3.0,3.0,2.0
4,0,1,1,1,1,1,370,1,2,2,1,50060,3.0,16,1,31.0,2,9,0,0,3,3,3.0,4.0,3.0
2,0,2,2,24,2,1,371,0,4,2,0,42570,4.0,15,0,9.0,2,1,0,0,3,3,4.0,3.0,3.0
1,0,2,1,21,4,1,372,0,1,0,0,25000,1.0,16,2,6.0,3,5,0,4,3,3,2.0,4.0,3.0
1,0,2,1,2,2,1,373,1,1,8,1,11020,6.0,19,0,4.0,3,2,2,2,2,3,4.0,4.0,1.0
3,0,2,1,22,3,3,374,0,1,2,1,104530,2.0,11,1,10.0,2,3,0,2,3,3,1.0,4.0,2.0
3,0,1,2,13,4,1,375,0,2,2,2,22880,5.0,16,1,8.0,4,2,2,2,2,3,2.0,4.0,3.0
2,0,2,1,14,3,4,376,1,2,6,1,39290,0.0,24,0,5.0,6,5,0,3,2,4,1.0,1.0,3.0
1,0,2,2,11,3,1,377,0,1,2,1,23110,0.0,11,1,5.0,2,5,0,3,3,3,3.0,1.0,3.0
2,0,2,1,9,2,1,378,0,1,0,1,31400,0.0,13,1,17.0,2,17,5,15,2,3,4.0,3.0,3.0
2,1,1,2,8,2,2,379,0,1,2,0,36900,0.0,13,1,10.0,2,10,7,8,4,3,4.0,2.0,2.0
2,0,0,1,21,3,1,380,1,1,7,0,44500,0.0,13,0,3.0,3,3,0,2,3,3,4.0,4.0,3.0
1,0,2,2,5,3,2,381,0,4,6,1,27560,0.0,12,2,5.0,2,5,0,3,3,3,3.0,1.0,4.0
3,0,2,2,9,3,5,382,0,2,8,1,190330,2.0,18,1,7.0,5,4,0,2,3,3,3.0,1.0,3.0
1,0,0,1,2,5,5,383,1,2,0,1,187220,0.0,22,1,5.0,3,5,3,4,3,4,1.0,4.0,2.0
2,0,1,1,12,5,3,384,1,1,6,1,95470,0.0,13,1,10.0,3,10,5,3,2,3,2.0,2.0,3.0
2,0,2,2,22,2,3,385,1,1,7,1,137340,0.0,13,0,2.0,3,2,1,2,4,3,2.0,2.0,3.0
3,0,2,1,18,1,5,386,0,2,6,1,199990,2.0,23,1,17.0,6,5,1,3,3,4,3.0,4.0,2.0
2,0,2,1,16,3,1,387,0,3,7,1,22790,3.0,12,1,8.0,3,6,0,2,3,3,4.0,4.0,3.0
1,1,2,2,3,3,2,388,1,3,2,0,59160,6.0,12,0,5.0,2,3,0,2,3,3,2.0,3.0,3.0
4,0,2,1,9,3,1,389,1,1,8,1,20890,5.0,16,0,28.0,2,2,2,2,2,3,1.0,4.0,3.0
2,0,2,1,1,3,1,390,1,3,0,1,167920,3.0,12,1,16.0,3,13,4,8,4,3,4.0,2.0,3.0
2,0,1,1,13,4,1,391,0,3,1,1,35640,5.0,11,0,10.0,1,5,0,0,1,3,3.0,4.0,3.0
4,0,2,1,1,1,3,392,1,1,7,2,44250,6.0,22,1,33.0,2,12,3,8,4,4,4.0,4.0,3.0
3,0,1,1,1,3,3,393,1,1,2,1,52650,4.0,11,1,12.0,4,5,2,2,3,3,4.0,4.0,2.0
3,0,2,2,15,4,2,394,0,3,5,1,65530,0.0,15,0,7.0,2,7,7,7,3,3,3.0,4.0,3.0
2,0,0,1,1,5,3,395,0,2,6,2,62610,0.0,12,0,10.0,1,10,0,9,3,3,1.0,2.0,3.0
3,0,0,1,17,3,3,396,0,1,2,0,42980,0.0,20,1,31.0,6,31,14,7,3,4,1.0,1.0,3.0
2,0,2,1,1,3,4,397,0,3,1,1,68040,8.0,14,1,13.0,3,5,0,4,2,3,4.0,4.0,3.0
2,0,2,2,7,3,1,398,1,2,4,0,38150,3.0,11,1,7.0,3,4,0,3,3,3,4.0,2.0,4.0
2,1,2,1,9,1,3,399,0,1,2,2,27410,0.0,15,1,1.0,5,1,0,1,2,3,1.0,4.0,1.0
1,0,2,1,5,4,1,400,0,4,0,0,66730,6.0,12,1,8.0,2,4,0,3,4,3,1.0,4.0,3.0
3,0,2,1,26,2,1,401,1,2,4,1,76390,0.0,14,0,8.0,6,8,7,1,3,3,2.0,1.0,3.0
1,0,2,2,24,5,1,402,0,1,6,2,23280,0.0,11,2,4.0,3,4,0,2,3,3,1.0,4.0,3.0
4,1,1,2,9,2,5,403,1,1,7,0,21530,9.0,11,0,3.0,3,1,0,0,3,3,4.0,4.0,2.0
3,0,2,2,7,4,2,404,1,2,7,0,48760,4.0,16,2,4.0,4,1,0,0,3,3,1.0,2.0,4.0
1,1,2,1,11,3,3,405,1,2,7,2,93960,0.0,12,0,2.0,6,2,0,2,1,3,3.0,3.0,2.0
1,1,2,1,1,3,3,406,1,2,7,2,104000,0.0,13,1,1.0,2,1,0,0,3,3,,4.0,2.0
2,0,2,1,26,4,3,407,1,1,2,1,84740,0.0,14,0,16.0,3,16,4,11,3,3,3.0,4.0,2.0
3,0,2,1,2,3,1,408,1,2,4,2,99810,0.0,21,1,3.0,3,3,1,2,3,4,4.0,4.0,2.0
1,1,2,1,15,4,1,409,0,1,2,1,124900,0.0,13,0,3.0,3,3,0,2,3,3,2.0,3.0,4.0
3,1,2,1,23,3,1,410,0,2,7,0,26570,4.0,11,0,10.0,3,7,1,0,4,3,2.0,4.0,2.0
1,0,2,1,10,3,1,411,0,3,3,0,135910,5.0,20,1,6.0,2,2,2,2,3,4,3.0,3.0,3.0
2,1,2,1,10,4,1,412,0,4,1,1,66960,7.0,11,0,8.0,3,2,2,2,3,3,4.0,1.0,1.0
1,0,2,1,1,3,3,413,1,1,6,2,20580,0.0,14,1,1.0,5,1,0,0,3,3,2.0,3.0,3.0
2,0,2,1,12,2,5,414,1,2,1,0,88650,0.0,11,1,1.0,0,1,1,0,3,3,2.0,2.0,3.0
3,0,2,2,11,1,5,415,1,2,1,2,59400,7.0,16,0,10.0,2,5,0,3,2,3,3.0,3.0,3.0
2,0,2,2,2,3,2,416,0,1,7,2,59140,3.0,16,1,6.0,4,3,0,2,3,3,3.0,1.0,3.0
4,0,2,1,2,4,1,417,1,1,6,0,26220,2.0,23,0,24.0,3,6,0,4,3,4,3.0,2.0,3.0
2,0,2,2,1,3,1,418,0,1,8,1,121850,3.0,14,0,13.0,2,7,5,2,3,3,2.0,3.0,4.0
2,0,2,1,2,1,1,419,1,3,0,1,106090,0.0,22,0,10.0,3,10,0,7,3,4,4.0,4.0,1.0
3,0,2,1,25,2,1,420,0,2,7,1,43450,4.0,15,0,29.0,3,26,1,7,2,3,1.0,2.0,2.0
3,0,2,1,1,4,3,421,1,1,6,1,21770,4.0,18,0,13.0,4,0,0,0,3,3,4.0,3.0,2.0
2,0,0,1,1,2,5,422,0,2,7,1,27930,0.0,16,0,9.0,4,9,0,0,3,3,4.0,3.0,2.0
2,0,2,0,2,4,5,423,1,1,7,2,79180,2.0,12,2,8.0,3,6,0,1,2,3,2.0,4.0,3.0
2,0,2,2,6,3,4,424,1,2,7,1,87890,0.0,11,3,15.0,4,15,5,11,3,3,4.0,1.0,3.0
2,0,0,2,18,3,2,425,1,1,2,1,23890,6.0,12,1,5.0,4,3,0,2,2,3,3.0,2.0,3.0
1,1,2,1,1,2,1,426,1,1,7,1,32120,0.0,15,1,1.0,3,1,0,0,2,3,3.0,2.0,3.0
2,0,2,1,1,4,3,427,1,2,6,0,192320,2.0,14,1,11.0,3,1,0,0,3,3,1.0,2.0,2.0
1,0,1,2,11,3,2,428,1,2,0,2,22670,0.0,19,3,7.0,2,7,0,7,2,3,3.0,1.0,3.0
3,0,2,1,1,4,3,429,1,1,6,2,195170,2.0,13,0,20.0,5,18,2,17,3,3,4.0,1.0,3.0
2,0,2,1,9,3,1,430,0,2,0,2,24360,4.0,13,0,16.0,3,11,3,9,1,3,3.0,3.0,3.0
1,1,2,1,15,3,1,431,1,2,6,2,160640,0.0,15,1,1.0,3,1,0,0,3,3,4.0,2.0,4.0
1,1,2,1,29,3,1,432,0,3,2,2,27070,0.0,11,0,1.0,2,1,0,0,3,3,1.0,1.0,3.0
2,0,2,1,1,4,1,433,1,4,5,1,190680,0.0,12,0,9.0,1,9,8,5,3,3,4.0,4.0,1.0
2,0,1,2,1,3,2,434,1,1,6,0,39310,8.0,19,0,3.0,2,1,0,0,2,3,4.0,2.0,3.0
2,0,2,1,24,3,1,435,1,4,2,1,37300,0.0,25,1,8.0,4,8,6,3,3,4,3.0,1.0,4.0
2,1,2,1,10,3,3,436,1,3,7,1,22320,0.0,12,1,16.0,2,16,3,7,3,3,3.0,4.0,3.0
2,0,2,1,1,4,3,437,0,4,4,2,44650,0.0,13,0,5.0,3,5,1,4,3,3,2.0,4.0,3.0
2,1,2,2,10,4,2,438,0,3,1,1,30720,5.0,14,0,17.0,3,14,11,7,2,3,1.0,3.0,1.0
3,0,0,1,8,1,1,439,1,2,7,1,33190,0.0,12,1,9.0,3,9,0,8,3,3,3.0,2.0,2.0
